domainId,domainName,constructId,constructName,facetId,facetName,definition,epistemicTier,isOptionalModule,primaryInstrumentId,minItemsTarget,standardFormTarget,maxBankTarget
emotion_regulation,"Emotion & Affect Regulation",self_conscious_emotions,"Self-Conscious Emotions (Öz-Bilinçli Duygular)",shame_proneness,"Shame-Proneness (Utanç Eğilimi)","Hata yaptığında tüm benliğini kusurlu, küçük ve saklanmaya layık hissetme yatkınlığı.",B,false,inst_panas,3,6,12
emotion_regulation,"Emotion & Affect Regulation",self_conscious_emotions,"Self-Conscious Emotions (Öz-Bilinçli Duygular)",guilt_proneness,"Guilt-Proneness (Suçluluk ve Onarım Eğilimi)","Hata yaptığında eyleme odaklanıp sorumluluk alma ve durumu düzeltme yönelimi.",B,false,inst_panas,3,6,12
cognition_decision,"Cognition & Decision Making",epistemic_drive,"Epistemic Drive (Bilişsel Motivasyon)",need_for_cognition,"Need for Cognition (Bilişsel Çaba İhtiyacı)","Zihinsel çaba ve derin analiz gerektiren karmaşık sorunlarla uğraşmaktan zevk alma derecesi.",A,false,inst_nfcs_sf,3,6,12
cognition_decision,"Cognition & Decision Making",epistemic_drive,"Epistemic Drive (Bilişsel Motivasyon)",need_for_cognitive_closure,"Need for Cognitive Closure (Bilişsel Kapanma İhtiyacı)","Belirsizlik ve karmaşayı hızla sonlandırma, kesin ve değiştirilemez yanıtlara ulaşma arzusu.",A,false,inst_nfcs_sf,3,6,12
cognition_decision,"Cognition & Decision Making",thinking_styles,"Thinking Styles (Düşünme Tarzları)",rational_analytical_style,"Rational / Analytical Processing (Rasyonel Analitik Tarz)","Karar alırken sistematik adımlara, mantıksal tutarlılığa ve nesnel kanıtlara dayanma tercihi.",A,false,inst_nfcs_sf,3,6,12
cognition_decision,"Cognition & Decision Making",thinking_styles,"Thinking Styles (Düşünme Tarzları)",intuitive_experiential_style,"Intuitive / Experiential Processing (Sezgisel Yaşantısal Tarz)","İçgüdüsel hislere, deneyimsel örüntülere ve bütüncül sezgilere dayanarak hızlı karar verme eğilimi.",A,false,inst_nfcs_sf,3,6,12
cognition_decision,"Cognition & Decision Making",cognitive_adaptability,"Cognitive Adaptability (Bilişsel Uyum ve Esneklik)",cognitive_flexibility,"Cognitive Flexibility (Bilişsel Esneklik)","Koşullar değiştiğinde strateji değiştirebilme ve olayları çoklu alternatif açılardan görebilme yetisi.",B,false,inst_ius_12,3,6,12
cognition_decision,"Cognition & Decision Making",cognitive_adaptability,"Cognitive Adaptability (Bilişsel Uyum ve Esneklik)",intolerance_of_uncertainty,"Intolerance of Uncertainty (Belirsizliğe Tahammülsüzlük)","Sonucu önceden kestirilemeyen durumları doğrudan tehdit edici ve felç edici olarak algılama eğilimi.",A,false,inst_ius_12,3,6,12
cognition_decision,"Cognition & Decision Making",cognitive_adaptability,"Cognitive Adaptability (Bilişsel Uyum ve Esneklik)",rumination_brooding,"Rumination - Brooding (Ruminatif Saplantı)","Geçmişteki hataları, pişmanlıkları ve olumsuz duyguları çözümsüz bir döngüde zihinde çevirme eğilimi.",A,false,inst_rrs_sf,3,6,12
cognition_decision,"Cognition & Decision Making",decision_orientation,"Decision Orientation (Karar Verme Yönelimleri)",maximizing_tendency,"Maximizing Tendency (Maksimum Seçenek Arayışı)","Yeterince iyi olanı kabul etmek yerine her kararda en mükemmel alternatifi bulmak için aşırı enerji harcama.",B,false,inst_nfcs_sf,3,6,12
cognition_decision,"Cognition & Decision Making",decision_orientation,"Decision Orientation (Karar Verme Yönelimleri)",decision_avoidance_procrastination,"Decision Avoidance / Procrastination (Karar Erteleme)","Karar alma sorumluluğunu veya eyleme geçmeyi belirsizlik ve hata korkusuyla sürekli geciktirme.",B,false,inst_nfcs_sf,3,6,12
self_regulation,"Self-Regulation & Volition",impulsivity_uppsp,"Impulsivity Dimensions (UPPS-P Dürtüsellik Modeli)",negative_urgency,"Negative Urgency (Negatif Aciliyet)","Yoğun üzüntü, öfke veya kaygı altındayken düşünmeden zararlı dürtüsel eylemlere girişme eğilimi.",A,false,inst_upps_p_sf,3,4,10
self_regulation,"Self-Regulation & Volition",impulsivity_uppsp,"Impulsivity Dimensions (UPPS-P Dürtüsellik Modeli)",positive_urgency,"Positive Urgency (Pozitif Aciliyet)","Aşırı neşeli, coşkulu veya heyecanlı anlarda tedbirsizce riskli adımlar atma eğilimi.",A,false,inst_upps_p_sf,3,4,10
self_regulation,"Self-Regulation & Volition",impulsivity_uppsp,"Impulsivity Dimensions (UPPS-P Dürtüsellik Modeli)",lack_of_premeditation,"Lack of Premeditation (Önceden Düşünmeme)","Eyleme geçmeden önce sonuçları ve olası etkileri tartmama alışkanlığı.",A,false,inst_upps_p_sf,3,4,10
self_regulation,"Self-Regulation & Volition",impulsivity_uppsp,"Impulsivity Dimensions (UPPS-P Dürtüsellik Modeli)",lack_of_perseverance,"Lack of Perseverance (Sebat Eksikliği)","Sıkıcı, monoton veya zorlayıcı hale gelen görevlerde dikkati sürdürememe ve yarıda bırakma.",A,false,inst_upps_p_sf,3,4,10
self_regulation,"Self-Regulation & Volition",impulsivity_uppsp,"Impulsivity Dimensions (UPPS-P Dürtüsellik Modeli)",sensation_seeking,"Sensation Seeking (Heyecan Arayışı)","Yüksek duyusal uyarılma, macera ve yenilik içeren deneyimlere yönelme tercihi.",A,false,inst_upps_p_sf,3,4,10
self_regulation,"Self-Regulation & Volition",volitional_stamina,"Volitional Stamina (İrade ve Hedef Sürdürme)",general_self_control,"General Self-Control (Genel Özdenetim)","Uzun vadeli amaçlar lehine kısa vadeli anlık cazibelere ve dürtülere direnebilme gücü.",A,false,inst_bscs,3,6,13
self_regulation,"Self-Regulation & Volition",volitional_stamina,"Volitional Stamina (İrade ve Hedef Sürdürme)",delay_discounting,"Delayed Gratification (Gecikmiş Doyum / Ödül Tercihi)","Küçük anlık bir kazanç yerine sabrederek gelecekteki çok daha büyük ödülleri seçebilme kapasitesi.",B,false,inst_bscs,3,5,10
self_regulation,"Self-Regulation & Volition",volitional_stamina,"Volitional Stamina (İrade ve Hedef Sürdürme)",long_term_grit,"Long-Term Grit (Azim ve Tutku)","Yıllara yayılan uzun vadeli vizyonlara tutku ve ısrarla bağlı kalma direnci.",A,false,inst_grit_s,3,6,12
motivation_values,"Motivation, Needs & Values",basic_psychological_needs,"Basic Psychological Needs (Temel Psikolojik İhtiyaçlar - SDT)",autonomy_need,"Autonomy Need (Özerklik İhtiyacı)","Davranışlarının kendi özgür iradesi, değerleri ve seçimleriyle uyumlu olma gereksinimi.",A,false,inst_bpnsfs,3,6,12
motivation_values,"Motivation, Needs & Values",basic_psychological_needs,"Basic Psychological Needs (Temel Psikolojik İhtiyaçlar - SDT)",competence_need,"Competence Need (Yeterlik / Ustalık İhtiyacı)","Çevreyle etkili etkileşim kurma, becerilerini geliştirme ve yetkin hissetme ihtiyacı.",A,false,inst_bpnsfs,3,6,12
motivation_values,"Motivation, Needs & Values",basic_psychological_needs,"Basic Psychological Needs (Temel Psikolojik İhtiyaçlar - SDT)",relatedness_need,"Relatedness Need (İlişkilenme / Ait Olma İhtiyacı)","Başkaları tarafından önemsenme, derin bağlar kurma ve sıcak bir topluluğa ait hissetme ihtiyacı.",A,false,inst_bpnsfs,3,6,12
motivation_values,"Motivation, Needs & Values",universal_values,"Universal Human Values (Schwartz Değer Çemberi)",values_openness_to_change,"Openness to Change Values (Değişime Açıklık Değerleri)","Özyönelim (bağımsız düşünce), uyarılma (yenilik arayışı) ve hazcılığa verilen önem.",A,false,inst_ipip_schwartz_values,3,6,12
motivation_values,"Motivation, Needs & Values",universal_values,"Universal Human Values (Schwartz Değer Çemberi)",values_self_transcendence,"Self-Transcendence Values (Öz-Aşkınlık Değerleri)","Evrenselcilik (tüm insanlığın ve doğanın refahı) ve iyilikseverliğe (yakın çevrenin iyiliği) verilen değer.",A,false,inst_ipip_schwartz_values,3,6,12
motivation_values,"Motivation, Needs & Values",universal_values,"Universal Human Values (Schwartz Değer Çemberi)",values_conservation,"Conservation Values (Muhafaza Değerleri)","Güvenlik, gelenek ve kurallara uyum (toplumsal istikrar ve aile düzeni) değerleri.",A,false,inst_ipip_schwartz_values,3,6,12
motivation_values,"Motivation, Needs & Values",universal_values,"Universal Human Values (Schwartz Değer Çemberi)",values_self_enhancement,"Self-Enhancement Values (Kendini Yüceltme Değerleri)","Başarı, yetkinlik gösterisi ve sosyal güç/etki kurmaya verilen kişisel öncelik.",A,false,inst_ipip_schwartz_values,3,6,12
motivation_values,"Motivation, Needs & Values",existential_meaning,"Existential Meaning (Varoluşsal Anlam)",presence_of_meaning,"Presence of Meaning (Anlamın Varlığı)","Kişinin yaşamının bir anlamı, amacı ve değeri olduğunu hissetme derecesi.",A,false,inst_mlq,3,5,10
motivation_values,"Motivation, Needs & Values",existential_meaning,"Existential Meaning (Varoluşsal Anlam)",search_for_meaning,"Search for Meaning (Anlam Arayışı)","Yaşamının amacını, yerini ve derin anlamını aktif olarak keşfetme ve sorgulama yönelimi.",A,false,inst_mlq,3,5,10
social_relational,"Interpersonal & Social Dynamics",attachment_system,"Adult Attachment Dimensions (Yetişkin Bağlanma Eksenleri)",attachment_anxiety,"Attachment Anxiety (Bağlanma Kaygısı)","Yakın ilişkilerde sevilmeme, terk edilme ve partnerinin ilgisini kaybetme endişesi.",A,false,inst_ecr_r,3,6,18
social_relational,"Interpersonal & Social Dynamics",attachment_system,"Adult Attachment Dimensions (Yetişkin Bağlanma Eksenleri)",attachment_avoidance,"Attachment Avoidance (Bağlanma Kaçınması)","Duygusal yakınlıktan, kırılganlıktan ve başkalarına bağımlı olmaktan rahatsızlık duyup mesafe koyma eğilimi.",A,false,inst_ecr_r,3,6,18
social_relational,"Interpersonal & Social Dynamics",multidimensional_empathy,"Multidimensional Empathy (Çok Boyutlu Empati)",cognitive_perspective_taking,"Perspective Taking (Bilişsel Perspektif Alma)","Olayları ve anlaşmazlıkları diğer insanın bakış açısından görebilme ve zihinselleştirme kapasitesi.",A,false,inst_iri,3,6,12
social_relational,"Interpersonal & Social Dynamics",multidimensional_empathy,"Multidimensional Empathy (Çok Boyutlu Empati)",empathic_concern,"Empathic Concern (Empatik Şefkat ve İlgi)","Zor durumda olan veya acı çeken bir başkası karşısında içten şefkat ve koruyucu ilgi hissetme.",A,false,inst_iri,3,6,12
social_relational,"Interpersonal & Social Dynamics",social_agency_boundaries,"Social Agency & Boundaries (Sosyal İrade ve Sınırlar)",assertiveness,"Assertiveness (Kendini Ortaya Koyma)","Saldırganlaşmadan kendi haklarını, ihtiyaçlarını ve fikirlerini açıkça savunabilme.",A,false,inst_dutch,3,6,12
social_relational,"Interpersonal & Social Dynamics",social_agency_boundaries,"Social Agency & Boundaries (Sosyal İrade ve Sınırlar)",boundary_setting,"Boundary Setting (Kişilerarası Sınır Koyma)","İstemediği taleplere suçluluk duymadan 'hayır' diyebilme ve kişisel sınırlarını koruma.",B,false,inst_dutch,3,6,12
social_relational,"Interpersonal & Social Dynamics",social_agency_boundaries,"Social Agency & Boundaries (Sosyal İrade ve Sınırlar)",social_approval_dependence,"Social Approval Dependence (Sosyal Onay Bağımlılığı)","Kendi eylemlerini ve kararlarını sürekli başkalarının takdirine ve onayına bağlama zaafı.",B,false,inst_dutch,3,6,12
social_relational,"Interpersonal & Social Dynamics",conflict_styles,"Conflict Management Styles (Çatışma Yönetim Stilleri)",conflict_collaborating,"Collaborating Conflict Style (İşbirlikçi Çözüm)","Çatışma anında her iki tarafın da temel ihtiyaçlarını karşılayacak bütünleştirici çözümler arama.",A,false,inst_dutch,3,5,10
social_relational,"Interpersonal & Social Dynamics",conflict_styles,"Conflict Management Styles (Çatışma Yönetim Stilleri)",conflict_avoiding,"Avoiding Conflict Style (Çatışmadan Kaçınma)","Gerginlik ve tartışma ihtimali belirdiğinde yüzleşmek yerine konuyu kapatma veya uzaklaşma.",A,false,inst_dutch,3,5,10
response_integrity,"Response Integrity & Measurement Quality",attention_effort,"Attention & Effort Detection (Dikkatsiz Yanıt İndeksleri)",response_time_analysis,"Response Time Anomaly (Hızlı Tıklama Sinyali)","Maddeyi okumadan saniyenin altında yanıt verme davranışı.",A,false,inst_bidr_6,0,0,0
response_integrity,"Response Integrity & Measurement Quality",attention_effort,"Attention & Effort Detection (Dikkatsiz Yanıt İndeksleri)",longstring_index,"Longstring Invariance (Tekdüze Yanıt Örüntüsü)","Okumadan ardışık olarak aynı yanıt seçeneğine (örn: 10 kez üst üste 4) basma davranışı.",A,false,inst_bidr_6,0,0,0
response_integrity,"Response Integrity & Measurement Quality",response_bias,"Response Bias & Self-Presentation (Yanıt Yanlılığı)",impression_management,"Impression Management (Bilinçli Sosyal Beğenirlik)","Olumlu izlenim bırakmak amacıyla gerçek dışı kusursuzluk iddialarında bulunma eğilimi.",A,false,inst_bidr_6,3,6,12
response_integrity,"Response Integrity & Measurement Quality",profile_coherence,"Profile Coherence (Profil Tutarlılığı)",semantic_pair_inconsistency,"Semantic Pair Inconsistency (Anlamsal Eş/Zıt Tutarsızlığı)","Aynı yapıyı ölçen doğrudan ve ters kodlanmış maddeler arasındaki mutlak uyuşmazlık derecesi.",A,false,inst_bidr_6,3,6,12
optional_dark_tetrad,"Optional Advanced Module: Subclinical Tendencies",dark_tetrad_traits,"Subclinical Relational Strategies (Kişilerarası Stratejiler)",machiavellianism,"Strategic Pragmatism (Makyavelist Yönelim)","Hedefe ulaşmak için ahlaki kuralları ikincil sayarak stratejik ve çıkarcı ilişkiler kurma eğilimi. Subkliniktir; patoloji veya tanı değildir.",B,true,inst_sd4,3,6,10
optional_dark_tetrad,"Optional Advanced Module: Subclinical Tendencies",dark_tetrad_traits,"Subclinical Relational Strategies (Kişilerarası Stratejiler)",grandiose_narcissism,"Ego Striving & Status Need (Statü ve Hayranlık İhtiyacı)","Başkalarının hayranlığını kazanma, üstün olduğunu hissetme ve merkezde olma arzusu. Subkliniktir; patoloji veya tanı değildir.",B,true,inst_sd4,3,6,10
optional_dark_tetrad,"Optional Advanced Module: Subclinical Tendencies",dark_tetrad_traits,"Subclinical Relational Strategies (Kişilerarası Stratejiler)",subclinical_psychopathy,"Impulsive Tough-Mindedness (Sert Mizaç ve Düşük Empati)","Düşük suçluluk hissi, duygusal duyarsızlık ve riskli heyecan arayışı. Subkliniktir; patoloji veya tanı değildir.",B,true,inst_sd4,3,6,10
optional_dark_tetrad,"Optional Advanced Module: Subclinical Tendencies",dark_tetrad_traits,"Subclinical Relational Strategies (Kişilerarası Stratejiler)",everyday_sadism,"Antagonistic Assertion (Sert Rekabetçilik)","Zorlu rekabette veya oyunlarda karşı tarafı ezmekten ve mahcup etmekten gizli bir keyif alma. Subkliniktir; patoloji veya tanı değildir.",B,true,inst_sd4,3,6,10
